dyadID,subjectID,pt_cond,emot_cond,exper,mainfeel_1_TEXT,mainfeel_2_TEXT,mainfeel_3_TEXT,expl,happy,symp,angry,compass,interest,disgust,mad,anxious,proud,down,worried,frust,sad,powerful,o_feel_1_TEXT,o_feel_2_TEXT,o_feel_3_TEXT,o_expl,thappy,tshock,hope,tangry,tselfanger,tinterest,tdisgust,tmad,tcurious,tafraid,tgrateful,tproud,tsurpr,tamused,tdown,tworried,tfrust,tsad,tembarrass,tguilty,tconfused,tpowerful,pleas,targag,othag,selfcirc,targpow,othpow,noonepow,sitcont,immoral,comm,o_pleas,o_selfag,o_otherag,o_sitag,o_selfpow,o_otherpow,o_noonepow,o_sitpow,o_immoral,o_comm,ssc,age,female,black,asian,latino,white,other,other_secify,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,othernotes,noshow,inattention,metearly,suspicion,misunderstood,other,kneweachother,minorproblem,language
216,216-1,2,2,Brooklyn,I feel bad for this person ,surprised,the sense of needing to calm them down ,,1,4,2,4,3,NA,2,1,2,1,2,2,1,1,anger ,frustration ,betrayal ,,1,3,1,5,2,3,4,5,2,2,1,1,3,1,2,5,5,3,2,1,3,1,2,1,3,1,2,1,2,2,3,3,1,2,5,2,1,3,2,2,2,3,20,18,1,0,0,1,0,0,,0,0,0,7,3,no comment,,0,0,0,0,0,0,0,0,0
217,217-1,1,1,Brooklyn,,,,I feel badly for Sam and I want to help him.  Since I am not directly tied to the work situation; I feel a lot more calm than Sam probably does and I feel like that calmness could be of use to him.  I have a strong urge to develop a strategy for his problem; but I need more information. ,1,3,1,1,3,1,1,1,1,1,2,1,2,1,Overwhelmed,Panicky,Upset,,1,3,1,1,2,2,1,1,1,4,1,1,1,1,4,4,3,4,3,1,2,1,1,3,1,3,3,3,1,1,1,2,1,3,1,4,1,1,3,4,1,1,20,19,1,0,0,0,1,0,,0,0,0,8,3,no comments,,0,0,0,0,0,0,0,0,0
219,219-1,2,2,Brooklyn,sympathetic,sorry,angry,,1,3,3,1,2,2,2,2,1,2,3,1,2,1,angry,anxious,betrayed,,1,3,5,5,4,2,4,5,2,4,1,1,3,1,5,5,5,4,4,3,3,1,3,2,4,3,2,3,3,3,4,5,1,2,5,4,1,4,3,3,5,3,19,18,1,0,1,0,0,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
220,220-2,1,2,Brooklyn,Confused,Anxious,Angry,,1,4,4,3,3,2,4,4,1,2,3,4,2,1,Angry,Frustrated,Mad,,1,4,1,5,1,3,4,5,2,3,1,1,1,1,4,4,5,4,1,1,4,1,1,1,4,2,2,4,1,1,3,2,1,1,5,1,2,5,1,1,5,1,20,18,1,0,0,0,1,0,,0,0,0,8,7,no comment,,0,0,0,0,0,0,0,0,0
221,221-2,2,2,Brooklyn,anger,determined,betrayed,,1,3,3,1,3,4,3,4,1,2,4,4,2,2,anger,betrayal,hopelessness,,1,4,1,4,2,3,4,5,3,3,1,1,4,1,3,4,5,3,3,3,2,2,1,1,5,2,3,4,2,2,4,4,1,3,5,2,2,4,3,2,4,3,20,18,1,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
223,223-1,1,2,Brooklyn,sorry (for Sam),awkward,,It was a very unprofessionally formatted email but I still feel bad for him.,1,5,2,3,4,2,2,3,1,1,3,2,2,1,anger,stress,frustration,,1,4,1,5,2,1,4,5,1,2,1,1,3,1,3,4,5,2,2,1,3,1,1,1,4,4,4,4,2,2,4,5,1,1,5,1,2,3,4,3,4,1,19,18,1,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
223,223-2,2,2,Brooklyn,sympathy,anger,nervous,I feel sympathy for Sam because she is now left with all this work to do for the new campaign and I feel angry at Lewis for betraying the company.  I also feel nervous because what if the project doesn't get completed in time?,1,5,3,2,3,1,2,2,1,1,3,3,1,1,Angry,Mad,Stressed,Sam basically has to complete the rest of the project the project by herself. ,1,2,1,4,2,1,2,4,1,3,1,1,2,1,3,5,5,2,1,1,2,1,1,2,4,3,4,4,2,1,3,3,1,1,4,2,2,3,1,2,5,2,17,18,1,0,1,0,0,0,,0,0,0,3,1,no comment,,0,0,0,0,0,0,0,0,0
225,225-2,1,2,Brooklyn,concerned,aggravated,motivated,Sam was quick to jump to conclusions; and expressed intense anger toward Lewis. I was concerned at what he may do; aggravated that he jumped to conclusions so quickly; and motivated to calm the situation.,1,1,2,1,3,2,2,3,1,1,4,2,1,2,anger,judgmental,frustration,,1,2,1,4,1,2,3,4,1,2,1,1,2,1,2,3,3,2,1,1,2,2,1,3,2,2,3,3,1,2,2,4,1,1,4,1,1,3,2,2,3,2,20,18,1,0,0,0,1,0,,0,0,0,2,2,no comment,,0,0,0,0,0,0,0,0,0
226,226-1,1,2,Brooklyn,concerned ,worried,eager,,1,4,1,4,5,1,1,3,1,NA,2,1,1,1,mad,annoyed,worried,,1,3,1,5,1,5,3,5,1,2,1,1,1,1,1,3,5,1,1,1,1,5,1,3,3,3,4,1,2,3,4,4,1,1,5,1,1,5,2,2,4,1,18,18,1,1,0,0,1,0,,0,0,0,3,8,no comment,,0,0,0,0,0,0,0,0,0
226,226-2,2,2,Brooklyn,confusion,annoyed,disrespected,Didn't even address the email to me; I'm feeling like a mother who has to calm her two quarreling kids where one tells on the other. ,1,1,2,1,1,4,3,1,1,1,2,3,1,1,anger,disgust,vengeful ,,1,3,1,5,1,1,3,4,1,1,1,1,1,1,1,5,5,1,2,2,1,1,1,3,3,4,3,2,4,4,2,4,1,NA,5,1,2,5,1,1,4,1,19,18,1,0,0,0,1,0,,0,0,0,7,2,no comment,,0,0,0,0,0,0,0,0,0
227,227-1,2,2,Brooklyn,nervous,irritated,anxious,I feel like this is a problem out of Sam's hands that he/she did not cause. It also needs to be resolved in a short amount of time so that adds stress to the situation as well. I am frustrated that Lewis would do that as well. However; because I am not directly involved with the situation; my feelings are not as strong as Sam's would be. ,1,5,2,5,5,3,3,5,1,2,5,4,1,3,stressed,hurt,worried,Sam seems to feel very stressed about the situation. While he/she is concerned about Lewis and his actions; those feelings seem secondary to the project due date and work that needs to be done with that. It appears as if that is the main cause of stress at the moment.,1,4,1,3,1,5,5,3,2,5,1,1,5,1,4,5,5,3,2,1,4,1,1,2,5,2,3,4,2,2,5,2,1,1,5,1,1,3,3,3,5,2,20,20,1,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
229,229-1,2,2,Brooklyn,Confusion,Sympathy,Mild frustration,There already seems to be dissension in the workplace (with the possible betrayal of Lewis); so I don't understand why Sam is making the problem larger by emailing others about it and rumoring instead of just talking to Lewis to clear things up. That being said; I can sympathize with Sam's feelings of betrayal and frustration; and I understand where his feelings are coming from.,1,4,2,4,3,3,2,3,1,2,3,2,2,2,Anger,Betrayal,Anxiousness/hopelessness,"Sam is feeling angry because his project has been ruined; and also betrayed/hurt because his only other collaborator on the project was the one who supposedly ruined the project. At the end of the email; Sam also indicates that he is feeling anxious and perhaps a bit hopeless; since he ""[doesn't] know what [he's] going to do"" about the project with the deadline fast approaching.",1,5,1,5,1,4,5,5,3,4,1,2,5,1,5,5,5,4,2,1,2,1,1,2,3,3,4,4,2,1,4,5,1,1,5,2,1,2,5,4,5,1,21,19,1,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
231,231-2,2,1,Brooklyn,Sympathetic,Annoyed,Sad,Annoyed simply because of how the situation played out in a very difficult manner. ,1,4,3,4,3,1,3,4,1,4,5,5,4,2,Distraught,anxious,Worried,,1,4,1,3,2,4,3,3,1,4,1,1,3,1,5,5,4,5,2,2,2,1,1,3,1,4,3,2,3,2,1,2,1,3,1,5,1,1,5,5,1,2,16,19,1,0,0,0,1,0,,0,0,0,2,1,no comment,,0,0,0,0,0,0,0,0,0
233,233-1,1,2,Brooklyn,empathetic,annoyed,thoughtful,"I feel Sam's annoyance and understand his/her anger. I'm annoyed because I have to figure out what to do now; and thoughtful in the sense that my brain is on ""go"" mode trying to figure out what to do.",1,4,3,4,4,2,2,4,1,2,4,3,2,2,irritated,angry,lost,He/she is pissed that Lewis could have betrayed them like this; and irritated because he/she is left picking up the pieces; and lost because he/she has no idea what to do and can't stay calm so he/she isn't thinking clearly enough to respond effectively.,1,5,1,5,4,1,5,5,1,5,1,1,4,1,4,5,5,3,3,2,4,1,1,1,3,2,2,4,1,2,5,4,1,1,5,1,1,3,2,2,5,1,18,18,1,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
235,235-1,2,1,Brooklyn,empathy,disappointment,sadness,,1,4,2,4,3,2,2,4,1,3,2,4,4,1,sad,worried,anxious,,1,2,1,3,3,1,2,3,1,3,1,1,1,1,5,4,4,5,2,2,1,1,1,3,1,3,2,1,4,4,1,1,1,2,1,2,1,1,4,3,1,2,20,19,1,0,0,0,1,0,,0,0,0,8,3,no comment,,0,0,0,0,0,0,0,0,0
237,237-2,2,2,Brooklyn,unprofessional,none of my business,too personal,Unprofessional to send these types of email int he work place. I would rather discuss non work related issues outside of work. Personal issues and responsibilities should not effect your work habit,1,1,1,2,1,1,1,1,1,1,2,1,1,1,Angry,Frustrated,Anxious,,1,2,1,4,2,4,4,4,1,4,1,1,2,1,2,3,4,1,1,1,3,1,1,2,1,2,4,1,1,2,4,4,1,1,5,1,1,4,2,1,4,1,17,18,1,1,0,0,0,0,,0,0,0,3,2,no comment,,0,0,0,0,0,0,0,0,0
301,301-2,1,2,Bianca,disrespected,confused,unprofessional,,1,2,3,4,4,3,3,3,1,2,4,3,2,1,disrespected,frustrated,confused,,1,4,1,5,2,4,5,5,4,3,1,1,3,1,3,5,5,2,2,1,3,2,1,1,5,2,3,5,1,1,5,4,5,1,5,2,2,4,1,2,5,3,21,19,1,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
301,301-1,2,2,Bianca,sorry,sympathetic,understanding,,1,5,5,4,3,5,5,4,1,4,4,3,3,2,angry,frustrated,betrayed,,1,5,1,5,1,3,5,5,3,3,1,1,4,1,5,5,5,3,2,1,2,1,1,2,5,1,3,5,1,1,5,3,1,1,5,1,3,1,2,2,4,3,20,19,1,0,0,0,1,0,,0,0,0,4,4,,,0,0,0,0,0,0,0,0,0
302,302-1,2,2,Bianca,Cautious,Slight anger,Disappointment,This email only represents one perspective of the situation. I feel that I should be careful before I have a strong emotional reaction to the contents.,1,4,3,3,4,2,3,3,1,2,4,3,2,2,Frustrated,Resentful,Anxious,,1,5,1,5,2,4,5,5,3,4,1,1,3,1,2,4,5,3,3,1,2,1,1,2,4,2,3,4,1,1,4,4,1,1,5,1,2,4,1,2,5,4,21,18,1,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
304,304-2,2,1,Bianca,Hesitant to Believe,Still feel bad ,Want to talk to him to see what happened,,1,3,1,2,4,1,1,4,1,1,2,1,2,1,Not very formal,Seemed rushed when writing the email,He makes me nervous,,1,4,1,4,2,1,4,5,1,4,1,1,4,1,5,5,5,4,1,2,3,1,1,3,1,2,2,1,2,3,1,4,1,2,3,3,1,2,4,4,1,3,22,18,1,0,0,0,1,0,,1,0,0,7,7,,,0,0,0,0,0,0,0,0,0
306,306-2,1,2,Bianca,confusion,calm ,,I feel that sam in the email was not professional in expressing his feels about the leak,1,5,2,3,4,4,2,3,1,2,4,3,3,1,angry ,frustrated,betrayed ,,1,3,1,5,1,1,5,5,2,4,1,1,3,1,5,4,5,5,4,1,1,1,1,1,3,2,2,4,1,1,4,4,1,1,5,1,1,5,1,1,4,1,20,18,1,1,0,0,0,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
306,306-1,2,2,Bianca,anger,confusion,annoyance,,1,4,5,1,4,3,5,4,1,3,5,5,4,2,frustration,anger,fear,,1,3,1,5,2,1,4,5,2,4,1,1,3,1,3,5,5,4,3,1,3,3,1,1,5,1,4,4,1,1,4,5,1,1,5,1,3,3,3,3,5,5,21,19,1,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
307,307-1,2,2,Bianca,in agreeance,understanding,unemotional ,Im not for it; im not against; would like to know more details but I do understand where the person is coming from,1,2,1,3,3,1,1,1,1,1,1,1,1,1,frustrated,angry,"""fed up""",The person has claimed that they are unsure of what to do so symbols that they have given up and they are simply frustrated ,1,4,1,5,2,1,3,5,1,3,1,1,3,1,3,5,5,3,1,1,3,1,1,2,5,1,3,NA,1,1,3,4,1,1,5,1,2,4,1,1,4,3,20,18,1,1,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
307,307-2,1,2,Bianca,Surprise,Frustration,Sympathetic,I am feeling a mixture of surprise and frustration at Lewis's actions. If he indeed did go behind everyone's backs and give the competitor the project idea he and Sam were working on; that's not respectful to Sam or Fly for All. I don't understand why someone would do that; even if they were leaving the company to work elsewhere. It's a low blow. I also feel sympathetic towards Sam; because now she/he is left with the responsibility of coming up with a new idea for the project and has to deal with the stress of the situation with Lewis.,1,5,2,4,3,2,2,3,1,1,2,2,2,1,Anger,Frustration,Stressed,I would also add disbelief. ,1,4,1,5,1,3,3,5,1,3,1,1,2,1,2,5,5,3,1,1,2,1,1,1,4,2,4,4,1,1,3,2,1,1,5,1,2,4,1,1,2,4,21,20,1,0,0,0,1,0,,0,0,0,3,8,,,0,0,0,0,0,0,0,0,0
309,309-1,2,1,Bianca,Sympathy,Helpfulness,Sadness,I feel bad for Sam because the project destruction was completely unfortunate and stressful; but I don't want to make him/her feel worse; so I would try to think of ways to remedy the situation and help him/her out.,1,4,2,4,4,1,1,3,1,3,4,2,2,2,Despondency,Anxiety,Aloneness,,1,4,1,2,2,NA,1,2,1,4,1,1,1,1,4,5,4,4,1,1,3,1,1,2,1,4,2,1,2,2,1,1,1,2,1,3,1,1,4,4,1,1,21,18,1,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
310,310-1,1,1,Bianca,Compation,Sad,,,1,4,1,5,3,1,1,1,2,3,2,1,5,1,Worried,Overwhelmed,Pannicked,,1,3,1,2,3,1,3,3,1,4,1,1,1,1,3,5,4,3,4,4,1,1,1,3,1,4,2,1,3,4,1,3,1,4,1,3,2,1,4,3,1,1,18,21,1,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
312,312-1,2,2,Bianca,Mad,Disspointed,Concerned,,1,4,3,2,3,3,2,1,1,1,4,4,2,1,Angry,Frustrated,Dissapointed,,1,4,1,5,1,3,4,5,5,1,1,1,4,1,1,4,5,1,1,1,3,1,1,1,5,1,2,4,1,1,4,4,1,1,5,1,1,5,1,1,5,1,21,18,1,0,0,0,1,0,,0,0,0,7,7,During the lego building task the other participant who acted as the boss stood up next to this participant the entire time she was building the lego block formation.,,0,0,0,0,0,0,0,0,0
312,312-2,1,2,Bianca,Worried,Anxious,Concerned,I really don't know what to do for Sam other than for him to stay calm and we can work out a plan or call for a meeting with higher officials to talk about it.,1,2,1,1,3,1,2,3,1,1,4,2,2,1,Anxious,Angry,Frustrated,,1,3,1,4,3,2,1,4,1,4,1,1,2,1,1,5,4,1,1,1,2,1,2,2,4,3,3,3,3,3,5,5,1,1,5,3,2,4,3,2,5,3,22,18,1,0,1,0,0,0,,0,0,0,7,8,This participant stood up during the lego building task and stood right next to the other participant in the low power position. I didn't know if I should have asked her to sit down; but she did it so that the image of the lego structure matched the one the other participant was building. ,,0,0,0,0,0,0,0,0,0
313,313-1,2,1,Bianca,pity,disbelief,interested,,1,3,1,3,5,2,1,2,1,4,4,1,3,1,desperate,anxious,lost,,1,3,1,1,2,2,1,1,1,5,1,1,2,1,5,5,5,5,4,5,4,1,1,2,1,5,2,2,2,4,4,4,1,2,1,5,1,1,5,5,5,2,16,18,1,0,0,0,1,0,,0,0,0,7,4,,,0,0,0,0,0,0,0,0,0
315,315-1,1,2,Bianca,pity,confusion,sadness,,1,3,2,3,2,1,2,3,1,2,2,3,3,1,anger,frustration,sadness,,1,3,1,4,2,1,2,4,1,2,1,1,3,1,2,4,4,4,2,1,2,1,1,2,3,4,NA,NA,NA,3,2,4,1,1,4,1,1,3,2,1,4,2,21,18,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
317,317-1,2,1,Bianca,empathy ,concern,confusion,I was slightly confused why Sam could not find his/her flash-drive at first if it was plugged into her computer. But I have experienced similar problems with computers and i know how devastating it can be so i empathized.,1,3,2,3,3,1,2,3,1,2,4,3,2,1,Despair ,worry ,sadness,,1,4,1,4,4,2,2,4,3,4,1,1,4,1,2,5,5,4,4,4,2,1,1,2,1,3,2,1,2,3,1,1,1,3,1,4,1,1,5,4,2,1,18,19,1,0,0,0,1,0,,0,0,0,7,8,She figured out that is was based possibly on social status or one's perception of power and how that influences your response to the email. ,,0,0,0,1,0,0,0,0,0
317,317-2,1,1,Bianca,sympathy,sadness,concern,,1,4,1,4,3,1,1,2,1,2,3,3,4,1,sadness,anxiety,defeated,,1,4,1,1,1,1,2,2,1,4,1,1,3,1,5,5,4,5,2,1,3,1,1,2,1,3,3,1,4,4,1,1,1,2,1,4,2,1,4,4,3,1,20,18,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
318,318-2,2,2,Bianca,thoughtful,concerned,curious,,1,3,2,2,3,3,2,2,1,2,3,2,1,1,frustrated,angry,panicked,,1,4,2,5,2,1,5,5,1,4,1,1,4,1,4,4,5,4,3,1,3,1,1,2,4,2,3,3,1,1,4,4,1,1,5,3,2,2,2,2,5,1,20,18,1,0,0,0,0,0,,0,0,0,7,7,She could see the image because the other participant didn't hold the clipboard up high enough.,,0,0,0,0,0,1,0,0,0
318,318-1,1,2,Bianca,alarmed,betrayed,empathetic,,1,4,3,2,3,3,3,3,1,2,4,3,2,3,frustrated,upset,uneasy,,1,4,1,5,3,4,5,5,1,2,1,1,4,1,1,4,4,2,1,4,2,2,1,3,4,4,4,4,2,2,5,4,1,2,5,4,2,5,1,4,5,4,22,19,1,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
319,319-1,2,1,Bianca,concerned,worried,helpful,I am worried for how she is handling things and concerned what will happen if she cannot finish in time; but helpful because I want to support and help her in any way I can.,1,4,1,3,3,1,1,3,2,1,3,2,2,1,nervous,worried,sad,,1,4,1,3,3,2,2,3,1,4,1,1,2,1,4,4,4,4,3,2,2,1,1,1,1,3,2,2,4,4,1,1,1,5,1,4,2,1,2,3,1,1,18,18,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
319,319-2,1,1,Bianca,panic,sorrow,frustration ,I feel really bad for this guy; he really tried to make sure he had a back up copy of his work only to have it fried by a power outage ,1,5,3,3,4,1,2,3,2,4,5,2,4,2,sadness ,frustration ,helplessness ,,1,3,1,1,2,1,1,3,1,4,1,1,3,1,5,5,5,5,4,4,1,1,1,2,1,4,2,1,4,4,1,2,1,4,1,2,1,1,4,3,1,1,20,18,1,0,0,0,1,0,,0,0,0,7,2,,,0,0,0,0,0,0,0,0,0
320,320-2,1,1,Bianca,Empathy,Worried,Nervous,,1,4,2,3,2,1,2,3,1,2,3,2,3,1,Sadness,Helpless,Tired,,1,2,1,3,4,1,1,4,1,2,1,1,1,1,5,4,4,4,2,1,1,1,1,2,4,4,1,1,4,4,1,1,1,4,2,3,2,2,3,3,2,1,21,19,1,0,0,0,1,0,,0,0,0,8,7,,,0,0,0,0,0,0,0,0,0
322,322-2,2,1,Bianca,pity,,,,1,4,1,4,2,1,1,1,1,2,1,1,2,1,frustration,sadness,exasperation,,1,2,1,2,3,1,1,2,1,4,1,1,2,1,5,5,5,5,5,4,2,1,1,2,1,4,3,1,2,4,1,2,1,4,1,4,2,1,2,3,1,3,21,18,1,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
325,325-2,1,2,Bianca,remain calm,Look at the different view points,Contact Lewis,,1,3,1,1,3,1,1,1,1,1,2,2,1,1,angry,annoyed,sad,,1,3,1,5,2,5,5,5,1,4,1,1,4,1,2,5,5,5,5,2,3,1,1,2,4,1,3,3,2,1,4,5,1,3,5,1,1,5,1,1,1,2,17,18,1,0,0,0,0,1,biracial,0,0,0,4,2,,,0,0,0,0,0,0,0,0,0
326,326-2,1,1,Bianca,pitiful,sad,,,1,5,2,3,2,2,2,3,1,2,3,1,2,1,Very sad,disoriented,Not hopeful ,,1,3,1,2,1,1,3,3,1,3,1,1,2,1,4,4,3,5,1,1,2,1,1,1,1,5,2,1,2,2,2,1,1,2,1,4,1,1,4,4,4,1,20,18,1,0,1,0,0,0,,0,0,0,2,7,,,0,0,0,0,0,0,0,0,0
327,327-1,1,2,Bianca,anxious ,determined,annoyed,,1,4,3,4,4,NA,2,4,1,3,4,1,4,1,angry,upset,distraught ,,1,3,1,5,3,2,4,5,2,4,1,1,2,1,4,4,4,4,4,1,2,3,1,2,4,2,2,2,1,1,5,3,1,2,5,1,1,5,1,1,5,4,20,18,1,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
327,327-2,2,2,Bianca,concern,sympathy,,,1,4,1,4,2,1,1,1,1,2,4,2,2,1,angry,frustrated,stressed,,1,2,1,5,1,3,4,5,1,2,1,1,1,1,2,4,4,2,1,1,1,1,1,1,2,2,3,3,1,1,5,2,1,1,5,1,1,NA,2,2,4,1,20,20,1,0,0,0,1,0,,1,0,0,3,8,,,0,0,0,0,0,0,0,0,0
330,330-2,1,1,Bianca,concerned ,sympathetic ,puzzled ,,1,2,3,1,1,3,1,1,1,1,2,4,1,1,sad,worried,confused,,1,1,1,3,5,1,4,4,1,5,1,1,4,1,5,5,5,5,5,5,4,1,1,5,1,3,5,1,2,2,1,2,1,4,4,4,4,4,2,NA,1,1,19,18,1,1,0,0,0,0,,0,0,0,3,3,,,0,0,0,0,0,0,0,0,0
331,331-2,1,2,Bianca,irritated,annoyed,angry,Since my friend has been leaking information to the other company about our ideas; then you could probably say that I would be more than just a little frustrated at him.,1,1,4,1,1,4,4,3,1,4,4,4,4,1,frustrated,scared,disappointed,He lost his main ideas to the competing company. He is probably a frustrated and extremely disappointed in his co-worker.,1,5,1,5,3,1,5,5,2,5,1,1,4,1,5,5,5,5,4,3,4,1,1,3,5,1,2,5,1,1,4,4,1,2,5,1,2,3,2,1,3,3,22,19,1,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
201,201-1,2,1,Brooklyn,Sympathetic,Concerned,Determined,I feel sympathetic and concerned for Sam because I want he or she to feel better about the extremely unfortunate scenario. I can relate to things not working out the way one plans them to. I also feel determined to help Sam in figuring out how to solve this problem; whether it be extending the due date or finding another way to get the project back and/or restart it.,1,4,1,3,4,1,1,2,1,2,2,2,2,2,Distraught,Frustrated,Upset,Because Sam was so focused on the project and had been working on it for the last few months; he or she feels very frustrated that both of her methods of saving the project have been lost. ,1,4,1,2,2,1,2,3,1,4,1,1,2,1,4,4,4,4,2,2,4,1,1,2,2,4,3,4,2,2,2,4,1,3,2,4,2,2,3,4,2,3,19,18,1,0,0,0,1,0,,0,0,0,8,7,No comment,,0,0,0,0,0,0,0,0,0
201,201-2,1,1,Brooklyn,Sympathy,Empathy,Surprise,What happened to her is really unfortunate; so I feel for her. I'm rather surprised that so many bad things could have happened to her all at once. ,1,5,1,4,3,1,1,2,1,2,4,2,2,1,Desperation,Frustration,Anxiety,Well; her computer crashed and she probably lost all of her work and as a consequence; she might be fired. I can imagine she's probably not feeling too great right now. ,1,3,1,3,3,2,1,4,1,3,1,1,1,1,5,4,4,3,1,2,1,1,1,3,1,4,2,2,4,4,1,1,1,2,2,5,2,2,5,5,2,1,20,19,1,0,1,0,0,0,,0,0,0,7,8,I had this same participant for the Melissa study. / When I asked what she thought the purpose of the study was; she said that we wanted to see how power influenced a person's emotions for the person in the email; she also said that she did not think that Fly for All is a real company.  She said that this was similar to the Melissa study that she participated in.,,0,0,0,1,0,0,0,0,0
202,202-2,1,2,Brooklyn,Disappointment,Frustration,Betrayal ,It was incredibly rude and unethical of the fellow employee to do such behavior. However; we don't know for sure if it was him (but unfortunately does look like he did it). ,1,4,4,3,3,5,4,4,1,4,4,5,5,2,Anger,Frustration,Desperation,"""I'm fuming; It's due in two days; so I don't know what I'm going to do.""",1,5,1,5,1,4,5,5,2,4,1,1,4,1,4,5,5,4,2,1,4,2,1,1,5,4,2,2,3,3,5,2,5,1,5,2,1,1,4,4,5,2,21,18,1,0,0,0,1,0,,0,0,0,8,7,No comment,,0,0,0,0,0,0,0,0,0
206,206-1,2,1,Brooklyn,Worry,Empathy,Concern,I can understand how frustrating and hopeless it would feel to lose that much work.,1,4,1,4,3,1,2,3,1,3,4,3,3,1,Sad,Frustrated,Hopeless,,1,3,1,2,2,4,1,3,1,3,1,1,2,1,4,4,4,4,3,1,1,1,1,1,1,5,1,1,5,5,1,1,1,2,1,4,1,1,5,5,1,1,20,18,1,0,0,0,1,0,,0,0,0,7,7,No comment.,,0,0,0,0,0,0,0,0,0
123,123-2,1,1,Gabi,pity,empathy,frustration,,2,5,2,4,4,1,2,1,1,3,2,4,3,2,frustration,sadness,anxiety,,1,2,1,3,4,2,1,4,1,2,1,1,2,1,5,4,4,5,1,1,2,1,1,2,1,4,1,2,2,3,1,2,1,2,1,5,1,1,4,4,3,2,22,18,1,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
125,125-1,2,2,Gabi,upset,sad,feel bad for him,,2,4,4,4,4,5,4,4,3,4,4,4,4,2,upset,betrayal,outrage,,1,4,1,5,1,3,5,5,5,5,5,1,4,1,5,5,5,5,5,1,5,2,2,4,3,3,3,4,4,4,4,5,4,1,3,4,3,3,4,3,4,4,20,18,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
221,221-1,1,2,Brooklyn,Sympathy for Sam,Curious,,,2,3,2,3,4,3,3,2,1,1,3,3,2,3,Angry,Frustrated,Stressed,,1,5,1,5,1,3,5,5,1,4,1,1,4,1,3,5,5,2,3,2,5,1,1,2,5,1,4,4,1,1,5,4,1,1,4,2,2,4,2,3,1,2,20,20,1,0,0,0,1,0,,0,0,0,7,7,They were confused on which perspective they should be taking during this survey.,,0,0,0,0,0,1,0,0,0
303,303-1,1,1,Bianca,Empathy,Sadness,Anxious,I feel empathy and sadness for Sam because it seems as though he/she is having really rough day. I know what that is like and it makes me sad that he/she is going through this. I feel anxious to get a call from Sam so that I can try to help to situation. ,2,5,1,3,5,1,1,4,1,2,3,3,3,1,Frustrated,Distressed,Busy,Sam is clearly in distress because of the lost project. Sam is frustrated that this happened. Sam also seems to feeling busy in the sense that he/she has more on their plate than they can handle. ,1,3,3,2,2,2,1,2,1,4,1,1,3,1,3,5,4,4,3,2,1,1,1,1,1,5,4,4,1,5,1,1,1,3,1,3,2,2,3,3,2,1,21,19,1,0,0,0,1,0,,0,0,0,7,1,,,0,0,0,0,0,0,0,0,0
313,313-2,1,1,Bianca,concerned,provoked,worried,,2,5,1,5,5,1,1,3,1,3,4,3,3,3,sad,frustrated,angry,,1,4,1,3,2,3,1,3,2,4,1,1,4,1,4,5,5,4,1,1,3,1,2,1,1,4,1,1,4,4,1,1,1,2,1,5,2,1,4,4,2,1,18,19,1,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
