StartDate,EndDate,DyadID,SubjectID,pow_cond,emot_cond,experimenter,mainfeel_1,mainfeel_2,mainfeel_3,mainfeel_expl,happy,symp,angry,comp,interest,disgust,mad,anxious,proud,down,worried,frust,sad,powerful,ofeel_1,ofeel_2,ofeel_3,ofeel_expl,ohappy,oshocked,ohope,oangry,oselfanger,ointerest,odisgust,omad,ocurious,oafraid,ograteful,oproud,osurprise,oamused,odown,oworried,ofrust,osad,oembarrass,oguilty,oconfused,opowerful,pleas,targag,othag,sitag,targpow,othpow,noonepow,sitcont,immoral,comm,o_pleas,o_selfag,o_othag,o_sitag,o_selfpow,o_othpow,o_noonepow,o_sitcont,o_immoral,o_comm,ssc,age,female,black,asian,latino,white,mideast,natam,pacisl,other,other_specify,mom_ed,dad_ed,expcomment,prime_prob,suspicious,language,minorprob,metearly,personalize,inattention,samlie,kneweachother,hurry
3/10/15 11:39,3/10/15 13:17,124,124-1,2,1,Gabi,too personal,There are a lot of excuses.,No solutions presented.,,1,3,1,2,1,3,1,1,1,1,1,1,1,1,distress,frustration,hopelessness,They seemed to feel like everything was working against them and that they had hit rock bottom.,1,5,1,3,2,1,2,5,1,4,1,1,5,1,5,5,5,5,3,2,2,1,1,3,1,4,5,2,1,NA,1,2,1,1,1,5,1,3,2,2,1,1,21,19,1,0,0,0,1,0,0,0,0,,8,7,,0,0,0,0,0,0,0,0,0,0
3/10/15 11:33,3/10/15 13:17,124,124-2,1,1,Gabi,Unsure,Sympathetic,Uneasy,Of course I feel sympathy for this worker; but in the back of my mind; there is the possibility that the marketing project was never done. With this judgement; you would have to base it off of past experiences. ,1,4,2,3,5,1,2,4,1,3,5,2,3,2,upset,not-together,Lost,This person is unsure of what to do; upset about the situation; and is having a hard time holding theirself together at work. ,1,3,2,4,5,3,4,5,3,5,2,1,4,1,5,5,5,4,4,4,5,2,1,3,2,2,2,2,3,3,1,1,1,4,2,3,5,2,3,2,2,2,20,18,0,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
3/11/15 9:04,3/11/15 9:40,125,125-1,2,2,Gabi,upset,sad,feel bad for him,,2,4,4,4,4,5,4,4,3,4,4,4,4,2,upset,betrayal,outrage,,1,4,1,5,1,3,5,5,5,5,5,1,4,1,5,5,5,5,5,1,5,2,2,4,3,3,3,4,4,4,4,5,4,1,3,4,3,3,4,3,4,4,20,18,1,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
3/11/15 9:04,3/11/15 9:55,125,125-2,1,2,Gabi,,,,I feel bad for Sam because he put so much hard work in but the competitor company has the same idea and therefore Sam must start over. However; I am also trying to think ahead to whether or not the accusations are really true; even with the very damning evidence. I don't want to make any rash decisions so I am just thinking about what the next step to take will be. ,1,4,2,4,4,2,2,1,1,1,2,3,1,1,Anger ,Frustration,Exasperation ,,1,4,1,5,1,4,4,5,1,1,1,1,3,1,2,4,5,1,1,1,2,1,1,2,4,2,2,3,1,1,2,1,1,1,5,1,2,4,1,2,4,1,20,18,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
3/11/15 10:01,3/11/15 10:43,126,126-1,2,2,Gabi,frustrated ,surprised,empathetic ,,1,5,3,3,4,4,4,3,1,2,5,5,2,1,Angry,Disgusted ,Betrayed ,,1,3,1,5,1,1,5,5,1,1,1,1,4,1,2,4,5,1,1,1,2,1,1,1,5,1,3,4,1,1,5,2,1,1,1,1,1,4,2,2,5,1,21,19,1,0,0,0,1,0,0,0,0,,8,7,,0,0,0,0,0,0,0,0,0,0
3/11/15 9:56,3/11/15 10:47,126,126-2,1,2,Gabi,Disappointment ,Frustration ,Sadness,I am disappointed that Lewis would do something like that to Sam. I am also frustrated and sad that Sam is in such a tough situation after putting in so much hard work. ,1,5,3,4,4,3,2,3,1,2,2,4,3,1,Anger,Frustration,Disgust,Sam feels anger; frustration; and disgust about having been deceived by his coworker and losing all his work.,1,4,1,5,3,4,4,5,3,2,1,1,4,1,3,4,5,2,2,2,3,1,1,1,4,3,3,4,2,2,4,3,1,3,5,2,3,4,1,1,5,3,20,19,0,0,0,0,1,0,0,0,0,,2,7,,0,0,0,0,0,0,0,0,0,0
3/12/15 9:59,3/12/15 10:34,127,127-1,2,2,Gabi,Mad,Confused,Sad,,1,1,3,1,2,1,3,1,1,2,2,2,2,1,Mad,Scared,Anxious,,1,4,1,5,2,1,3,4,3,4,1,1,4,1,3,4,3,3,2,1,3,1,1,1,4,1,2,4,1,1,3,4,1,1,5,1,1,4,1,1,4,4,15,18,0,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
3/12/15 9:59,3/12/15 10:35,127,127-2,1,2,Gabi,annoyance,concern,confusion,,1,2,2,2,3,1,2,2,1,1,3,3,1,2,angry,frustrated,busy,,1,4,1,4,1,1,5,4,2,2,1,1,4,1,2,4,4,4,2,2,3,3,1,1,3,3,3,3,3,2,1,2,1,1,5,1,2,5,2,1,4,1,19,19,1,0,0,0,1,1,0,0,0,,4,2,she said she thought the study was looking at how she read the email after being told she was a leader. she didn't direct the other participant to put he structure together correctly either; and got defensive when i asked if she needed help with the instructions.,0,1,0,0,0,0,0,0,0,0
3/12/15 10:36,3/12/15 11:29,128,128-1,2,1,Gabi,sympathy,sadness,stress,,1,5,4,3,1,1,3,3,1,5,4,4,4,1,anxiety,sadness,stress,,1,2,2,2,2,1,1,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,5,1,1,5,5,2,1,1,4,1,4,4,1,2,2,4,1,21,19,1,0,0,0,1,0,0,0,0,,8,7,said she could relate to the email because losing all her work the day before had happened to her,0,0,0,0,0,0,0,0,0,0
3/12/15 10:35,3/12/15 11:29,128,128-2,1,1,Gabi,sadness,sympathetic,somewhat uncaring,,1,4,1,3,1,1,1,1,1,3,4,2,4,1,disappointed,hopeless,depressed,,1,2,1,2,3,1,2,1,1,2,1,1,2,1,4,5,3,5,1,1,3,1,1,2,1,4,2,1,3,NA,2,2,1,1,1,4,2,1,4,4,3,1,17,19,1,0,0,0,1,0,0,0,0,,3,7,,0,0,0,0,0,0,0,0,0,0
2/13/15 10:13,2/13/15 10:54,201,201-1,2,1,Brooklyn,Sympathetic,Concerned,Determined,I feel sympathetic and concerned for Sam because I want he or she to feel better about the extremely unfortunate scenario. I can relate to things not working out the way one plans them to. I also feel determined to help Sam in figuring out how to solve this problem; whether it be extending the due date or finding another way to get the project back and/or restart it.,1,4,1,3,4,1,1,2,1,2,2,2,2,2,Distraught,Frustrated,Upset,Because Sam was so focused on the project and had been working on it for the last few months; he or she feels very frustrated that both of her methods of saving the project have been lost. ,1,4,1,2,2,1,2,3,1,4,1,1,2,1,4,4,4,4,2,2,4,1,1,2,2,4,3,4,2,2,2,4,1,3,2,4,2,2,3,4,2,3,19,18,1,0,0,0,1,0,0,0,0,,8,7,No comment,0,0,0,0,0,0,0,0,0,0
2/13/15 10:12,2/13/15 10:54,201,201-2,1,1,Brooklyn,Sympathy,Empathy,Surprise,What happened to her is really unfortunate; so I feel for her. I'm rather surprised that so many bad things could have happened to her all at once. ,1,5,1,4,3,1,1,2,1,2,4,2,2,1,Desperation,Frustration,Anxiety,Well; her computer crashed and she probably lost all of her work and as a consequence; she might be fired. I can imagine she's probably not feeling too great right now. ,1,3,1,3,3,2,1,4,1,3,1,1,1,1,5,4,4,3,1,2,1,1,1,3,1,4,2,2,4,4,1,1,1,2,2,5,2,2,5,5,2,1,20,19,1,0,1,0,0,0,0,0,0,,7,8,I had this same participant for the Melissa study. / When I asked what she thought the purpose of the study was; she said that we wanted to see how power influenced a person's emotions for the person in the email; she also said that she did not think that Fly for All is a real company.  She said that this was similar to the Melissa study that she participated in.,0,1,0,0,0,0,0,0,0,0
2/13/15 10:55,2/13/15 11:49,202,202-1,2,2,Brooklyn,Calm ,Rational,,The person in the email is clearly upset and may be jumping to conclusions; so I will need to stay calm to help them ,1,3,1,3,2,1,1,1,1,1,1,1,1,2,Frustrated,Angry,Anxious,,1,2,1,4,2,1,4,4,1,3,1,1,2,1,2,4,4,1,2,2,1,1,1,2,3,3,3,3,1,2,3,4,1,1,4,1,1,4,1,1,4,2,21,20,1,0,0,0,1,0,0,0,0,,7,3,No comment,0,0,0,0,0,0,0,0,0,0
2/13/15 10:59,2/13/15 11:51,202,202-2,1,2,Brooklyn,Disappointment,Frustration,Betrayal ,It was incredibly rude and unethical of the fellow employee to do such behavior. However; we don't know for sure if it was him (but unfortunately does look like he did it). ,1,4,4,3,3,5,4,4,1,4,4,5,5,2,Anger,Frustration,Desperation,"""I'm fuming; It's due in two days; so I don't know what I'm going to do.""",1,5,1,5,1,4,5,5,2,4,1,1,4,1,4,5,5,4,2,1,4,2,1,1,5,4,2,2,3,3,5,2,5,1,5,2,1,1,4,4,5,2,21,18,1,0,0,0,1,0,0,0,0,,8,7,No comment,0,0,0,0,0,0,0,0,0,0
2/17/15 14:02,2/17/15 14:48,204,204-1,1,1,Brooklyn,sympathetic,want to help,focused/determined,I want to help the person in the email. I feel like their situation kept getting worse. I also feel determined to help them fix the problem.,1,4,1,5,4,1,1,2,1,3,3,2,2,2,flustered,frustrated,stressed,They seem very anxious about being able to complete their task within the deadline. Also they seem frustrated things were going wrong. ,1,3,1,2,2,5,1,3,1,1,1,1,1,1,2,4,5,2,2,1,1,1,1,2,1,3,4,3,2,2,1,2,1,4,1,2,2,2,3,2,1,2,19,18,1,0,0,0,1,0,0,0,0,,8,8,No comment.,0,0,0,0,0,0,0,0,0,0
2/17/15 14:01,2/17/15 14:51,204,204-2,2,1,Brooklyn,sympathy,sadness,,,1,5,1,4,3,2,2,2,1,4,2,2,4,1,sadness,frustration,anger,,1,4,1,4,2,1,3,4,1,5,1,1,2,1,5,5,4,4,4,3,2,1,1,1,1,4,2,1,3,3,1,2,1,4,1,2,3,1,2,1,3,1,19,18,1,0,0,0,1,0,0,0,0,,7,8,No comment.,0,0,0,0,0,0,0,0,0,0
2/17/15 14:52,2/17/15 15:43,205,205-1,2,2,Brooklyn,This feels like more of a personal email. ,It sounds a little harsh.,I also feel bad for Sam as well. ,I feel as if this email was a little bit more personal than it was professional. Sam had expressed multiple feelings that shouldn't have been shared with a coworker. ,1,3,2,3,3,1,1,1,1,1,1,3,1,1,Upset,Betrayed,Angry,,1,5,3,5,3,1,5,5,3,4,1,1,5,1,4,5,5,4,4,2,4,1,1,1,3,1,3,3,1,1,4,4,1,2,5,1,2,2,1,1,5,3,18,19,1,1,0,0,0,0,0,0,0,,3,7,Participant was did not follow my directions very well (English is her first language); she kept trying to start the survey and I had to repeatedly tell her not to start the survey.  When I entered the room after looking at the questionnaires; it appeared as though she was putting her phone back in her purse.  ,0,0,0,0,0,0,1,0,0,0
2/17/15 14:49,2/17/15 15:45,205,205-2,1,2,Brooklyn,Anger,Confusion,Determination,I'm angry that someone would do this to their project partner and that they would betray their company and partner like this. I'm confused as to how this other person came across this mistake and why it's just now coming to light that this is happening. I'm determined because I think that this person (Sam) is going to need help to make this right; and that I need to figure out what to do with Lewis while simultaneously helping to complete this project.,1,3,5,2,5,5,5,4,1,2,4,5,1,3,Anger,Overwhelmed,Irritated,"I think ""Sam"" is feeling very irritated and angry about what Lewis did. They are frustrated that they just found out about this and that their partner; who they've been working with for months; basically betrayed them. At the same time as all this anger and frustration; I think that Sam is feeling very overwhelmed. They now have to fix what Lewis ""ruined"" in two days and also deal with the fact that their partner betrayed them. ",1,4,1,5,2,3,5,5,2,3,1,1,3,1,2,4,5,1,4,1,4,1,1,2,5,1,2,5,2,1,5,4,1,1,5,1,2,5,1,3,5,2,17,18,1,0,0,1,1,0,0,0,0,,7,3,No comment.,0,0,0,0,0,0,0,0,0,0
2/18/15 11:05,2/18/15 11:55,206,206-1,2,1,Brooklyn,Worry,Empathy,Concern,I can understand how frustrating and hopeless it would feel to lose that much work.,1,4,1,4,3,1,2,3,1,3,4,3,3,1,Sad,Frustrated,Hopeless,,1,3,1,2,2,4,1,3,1,3,1,1,2,1,4,4,4,4,3,1,1,1,1,1,1,5,1,1,5,5,1,1,1,2,1,4,1,1,5,5,1,1,20,18,1,0,0,0,1,0,0,0,0,,7,7,No comment.,0,0,0,0,0,0,0,0,0,0
2/18/15 11:12,2/18/15 12:04,206,206-2,1,1,Brooklyn,empathy,intrigued/frustrated ,motivated,I feel empathy because something like that would be extremely hard to deal with. If I were in a similar situation; I'd want someone to empathize with me and help me find a solution. Sam needs someone to help and tell them it will be okay. I'm intrigued/frustrated for a few reasons. For one; it all seems very coincidental and I am a little suspicious about the whole chain of events. A lot of things just happened to go wrong. I am frustrated because it sets the company back and that means it could hurt everyone involved and decrease efficiency. I'm motivated because I want to rectify this situation for the company and Sam. Through some hard work we can turn the situation around and produce a stellar project. This in turn will motivate me to help Sam and make him/her feel better and learn from this experience...if that makes any sense. ,1,4,2,3,4,1,2,4,1,3,4,4,1,1,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,4,1,1,1,1,5,1,1,1,4,1,1,5,5,1,1,20,19,0,0,0,0,1,0,0,0,0,,7,7,Subject accidentally skipped a couple pages of the survey.,0,0,0,0,0,0,0,0,0,0
2/18/15 12:04,2/18/15 12:49,207,207-1,1,2,Brooklyn,sad,frustrated,upset,I would be very upset at Lewis.  Being that Sam is sending this to me; I would consider myself a confidant and friend of Sam and be upset at Lewis for Sam; because Sam went through a lot of trouble to finish this project.  ,1,4,3,4,3,4,3,1,1,3,2,2,3,1,Frustrated,Sad,Livid,He is obviously very upset with Lewis and the devious thing that he did.  ,1,3,1,5,1,2,5,5,2,2,1,1,3,1,2,2,4,4,1,1,2,2,1,1,5,1,3,3,1,1,4,2,1,1,5,1,3,4,2,1,5,1,18,19,0,0,0,0,1,0,0,0,0,,8,8,No comment,0,0,0,0,0,0,0,0,0,0
2/18/15 11:58,2/18/15 12:50,207,207-2,2,2,Brooklyn,upset,dissapointed,curious,these feelings are more directed towards Lewis's actions,1,2,3,5,5,4,4,3,4,2,5,4,3,2,happy,sympathetic,proud,,1,5,1,5,3,1,4,5,2,4,1,1,5,1,4,4,5,4,3,4,3,1,1,2,2,3,3,1,2,3,4,4,1,4,3,3,2,4,1,2,5,4,20,19,1,0,0,0,1,0,0,0,0,,7,3,Participant thought that because she was in a lower power position; she was able to have a better understanding of the email.  She did not know that this was what we were researching.,0,0,0,0,0,0,0,0,0,0
2/20/15 10:12,2/20/15 10:51,208,208-1,2,1,Brooklyn,sympathy,anxiety,empathy,I feel like I want to help Sam because I know what it feels like to have bad day. ,1,5,2,3,2,1,1,5,1,3,4,2,2,1,despair,frustrastion,hopelessness ,,1,2,1,3,4,1,2,3,1,2,1,1,2,1,5,4,5,5,3,2,2,1,1,4,2,3,2,2,1,2,1,2,1,3,3,3,4,3,2,3,1,2,21,19,1,0,1,0,1,0,0,0,0,,8,8,No comment,0,0,0,0,0,0,0,0,0,0
2/20/15 10:10,2/20/15 10:50,208,208-2,1,1,Brooklyn,Skeptical ,Disappointed,Understanding,Mistakes like these can happen; but it doesn't seem probable that such events would occur. Especially because it's highly stressed that people save their work; however; at least Sam was forthcoming about his mistake. ,1,3,2,3,4,2,2,2,1,1,1,3,1,2,Apologetic,Extremely anxious,Unstable,Seems like if I were to reprimand Sam; then they would have an emotional breakdown.,1,4,3,3,3,5,1,1,3,5,1,1,5,1,4,5,5,5,5,5,1,4,1,4,2,2,5,1,1,1,2,5,1,5,1,4,5,1,4,3,2,5,21,18,0,0,1,0,0,0,0,0,0,,8,8,No comment,0,0,0,0,0,0,0,0,0,0
2/20/15 10:55,2/20/15 11:47,209,209-1,2,2,Brooklyn,Concerned,Disappointed,Cautious,This seems like an unfortunate situation. It appears Lewis was highly unethical; however; I feel that I must remain even-handed and skeptical. A possibility exists that Sam might in fact have been the one to have sent the information to the competitor company in an effort to sabotage Lewis. I would need more information to make an accurate assessment and verify if Sam's claims are true.,1,2,2,2,4,3,2,3,1,2,4,4,2,2,Indignant,Worried,Anxious,,1,2,1,5,1,4,3,5,2,3,1,1,2,1,2,4,5,2,3,1,2,1,1,2,4,2,2,4,1,2,4,2,1,1,5,1,1,5,1,1,5,2,17,21,0,0,1,0,0,0,0,0,0,,7,7,"It was clear that this participant was frustrated with the poor directions of the ""manager"" and had to ask multiple questions.  It seemed that he viewed himself more as the ""high power"" because of her poor directions (these were painfully poor directions).",1,0,0,0,0,0,0,0,0,0
2/20/15 10:52,2/20/15 11:53,209,209-2,1,2,Brooklyn,frustration,a little bit of empathy,curiosity,frustration with the situation; but also in the slightly unprofessional way the e-mail has been written; empathy because this guy is now put into a really tough position; curiosity because I want to find Lewis and get his side of the story; so as to make a better judgement of weather or not he actually did give details for the campaign away. The feeling I feel most strongly is curiosity about the truth in the situation. ,1,4,4,3,5,4,4,3,1,3,4,5,2,2,Frustration ,Helplessnes,Anger,These feelings all revolve around the fact that this situation is now out of his control; despite the hard work he has put into it.,1,5,1,5,3,5,5,5,1,2,1,1,3,1,4,5,5,4,4,1,4,1,1,2,4,1,4,4,1,1,5,3,1,3,5,5,1,5,2,2,5,3,21,18,1,0,0,0,1,0,0,0,0,,8,8,This participant laughed when I told her that she would be best suited for the manager position--during the debrief she told me that she was not at all qualified for the position and that she thought that the experiment was about gender roles in business; specifically with female managers and male employees.  / She gave painfully poor directions to the other participant and it was clear that she was very nervous about being manager.  The other participant was asking several questions to make her poor directions more clear.  It seemed as though she felt more low power than the other participant while the other person seemed more high power.  There was a tension between the participant because of the poor directions.,1,0,0,0,0,0,0,0,0,0
2/20/15 11:48,2/20/15 12:35,210,210-1,2,1,Brooklyn,pity,concern,confusion,,1,4,1,3,3,1,1,2,1,2,3,2,2,1,mad,sad,overwhelmed,,1,5,1,3,1,1,3,3,1,4,1,1,4,1,3,4,5,5,2,1,4,1,1,1,1,4,1,1,4,4,1,1,1,2,1,5,2,1,2,2,2,1,21,18,1,0,0,0,1,0,1,0,0,,7,7,No comment,0,0,0,0,0,0,0,0,0,0
2/20/15 11:54,2/20/15 12:40,210,210-2,1,1,Brooklyn,Sympathy,Frustration,Disappointment,While I feel like this is very bad luck for an employee that was doing mostly everything right; I am disappointed that she didn't back up her work to something online (google drive; dropbox; even emailing it to herself) that couldn't possibly be lost. Everything she stored the data on she had physical access to and therefor could be broken.,1,4,2,4,2,2,2,2,1,2,3,4,2,2,Stressed,Panicked,Sad,"It seemed like by saying ""I feel like I am going to cry"" the person was trying to elicit sympathy from me. I would have much preferred if he/she would have offered a sincere apology and offered to work with me to do whatever he/she could do to make it up. Also; I'm pretty sure in the last answer I referred to the emailed as ""she"" because I assumed she was female; but upon reading the email again I noticed there was nothing specifying gender. ",1,4,1,3,2,2,2,3,1,5,1,1,3,1,4,5,3,5,4,4,3,1,1,3,2,1,4,2,1,1,2,4,1,1,5,5,1,2,2,4,1,1,21,18,0,0,0,0,1,0,0,0,0,,8,8,"I mentioned this in one of my answers; but I'm pretty sure in the first answer I referred to the emailed as ""she"" because I assumed she was female; but upon reading the email again I noticed there was nothing specifying gender. If this was part of the experiment to see how I interpret the emailer's gender when none was specified and a name that could either be male or female was given; my first instinct was definitely to assume this email was from a woman. ",0,0,0,0,0,0,0,0,0,0
2/24/15 14:03,2/24/15 14:47,211,211-1,2,2,Brooklyn,worry,concern,confused,,1,5,2,4,4,1,1,3,1,2,3,3,1,2,anger,betrayal,anxious,,1,2,1,4,1,3,5,5,2,3,1,1,3,1,2,3,3,2,2,1,3,1,1,2,4,2,2,3,1,1,3,5,1,1,5,1,1,5,1,NA,5,1,19,19,1,0,0,0,0,1,0,0,0,,7,3,No comment,0,0,0,0,0,0,0,0,0,0
2/24/15 14:08,2/24/15 14:46,211,211-2,1,2,Brooklyn,curious,interested,excited,This is definitely an unusual situation so I'm interested to find out more details about it. ,2,2,1,1,4,1,1,1,1,1,1,1,1,2,angry,betrayed,violent,,1,4,1,5,2,1,4,4,1,1,1,1,1,1,2,4,4,4,1,1,3,1,1,1,4,1,1,3,1,1,4,4,1,1,5,1,1,3,2,3,5,1,17,19,0,0,1,1,1,0,0,0,0,,8,8,No comment,0,0,0,0,0,0,0,0,0,0
2/25/15 10:11,2/25/15 11:01,212,212-1,1,1,Brooklyn,Remorse,Upset,Understanding,I feel that this individual is having a very bad day and I understand that those happen. I want to be able to comfort him and find a way to let him know that things will be okay and that we will figure out what he can do,1,5,1,5,4,1,1,2,1,2,3,1,3,1,Sad,Worried,Overwhelmed,This individual has all his emotions pent up this day and feels like he is going to burst into tears. He is overwhelmed by the thought of how he is going to deal with this issue; and it is making him stressed and anxious. ,1,4,1,1,2,1,1,2,1,4,1,1,4,1,5,5,4,5,2,2,3,1,1,2,1,4,2,1,3,3,3,1,1,3,1,4,2,1,3,4,4,1,19,18,0,0,0,0,1,0,0,0,0,,4,8,Participant kept wanting to touch the Legos to give directions and used hand motions to give directions about how the Legos were to line up.  He found it very difficult to not touch the Legos while giving directions.,0,0,0,1,0,0,0,0,0,0
2/25/15 10:10,2/25/15 10:48,212,212-2,2,1,Brooklyn,Concern,Empathy,Anxiety,,1,5,1,4,3,1,1,4,1,1,4,1,2,1,Frantic,Depressed,Disappointed,,1,3,1,2,4,4,1,2,1,5,1,1,1,1,5,5,2,4,4,4,3,1,2,2,1,4,2,1,4,5,1,2,1,5,1,5,1,1,5,5,1,1,20,19,1,0,0,0,1,0,0,0,0,,7,8,Participant was shocked that this was not about workplace behavior.,0,0,0,0,0,0,0,0,0,0
2/25/15 10:55,2/25/15 12:30,213,213-1,2,1,Brooklyn,sympathy,,,,1,5,1,4,3,1,1,1,1,2,2,1,3,1,worried,panicked,overwhelmed,,1,3,1,1,1,2,2,1,1,3,1,1,3,1,5,5,3,4,2,2,2,1,1,1,1,5,2,1,4,4,1,1,1,1,1,5,1,1,5,5,1,1,22,19,1,0,0,0,1,0,0,0,0,,2,3,no comment,0,0,0,0,0,0,0,0,0,0
2/25/15 11:02,2/25/15 12:29,213,213-2,1,1,Brooklyn,sorrow,compassion,caring,I feel bad for Sam and would like to be able to comfort him/ her in some way.,1,4,1,5,2,1,1,3,1,3,4,1,3,1,Frustration,despair,hopeless,They lost their entire project and it's due in two days so they probably think that they will not get it done and they are hopeless.,1,3,1,3,4,3,4,4,1,5,1,1,3,1,5,5,5,5,2,1,2,1,1,2,1,4,2,1,4,4,1,1,1,2,1,5,1,1,5,4,1,1,20,18,0,0,0,0,1,0,0,0,0,,7,8,no comment,0,0,0,0,0,0,0,0,0,0
2/27/15 10:07,2/27/15 10:54,214,214-1,2,1,Brooklyn,terrible,pity ,sadness ,I feel like I can relate to this person; because as a stressed college student; I feel like I kind of understand their pain; frustration; and helplessness. ,1,5,1,2,1,2,2,3,1,4,5,3,5,1,Frustration,Helplessness,Stressed,,1,2,1,4,5,1,5,4,1,4,1,1,1,1,5,5,5,5,5,5,4,1,1,2,1,4,2,2,3,3,2,2,1,4,1,5,3,1,4,5,2,1,19,19,1,0,1,0,0,0,0,0,0,,7,8,no comment,0,0,0,0,0,0,0,0,0,0
2/27/15 10:09,2/27/15 10:53,214,214-2,1,1,Brooklyn,sympathetic ,annoyed ,questioning ,I feel sympathetic for Sam because I can relate to the feeling that occurs when an important document is lost.  He also seems sincerely distraught over losing this project; and seems to have put a lot of time into it. On the other hand; I'm feeling slightly annoyed because I'm not sure if I am Sam's boss; coworker; friend; spouse; etc and knowing this would greatly help me decide my emotions towards this email.  Lastly; I question this email because there is no proof that he lost his whole project or even had it done besides his written word. ,1,5,2,2,3,1,2,4,1,2,3,3,2,1,he is not in control of his emotions ,he is really down on his luck,he is probably too distraught to address his email with a name ,,1,2,1,2,1,1,1,3,1,3,1,1,3,1,5,5,3,5,1,1,2,1,1,2,1,4,2,1,2,3,1,2,1,1,1,5,1,1,5,5,4,1,21,18,1,0,0,0,1,0,0,0,0,,8,7,no comment,0,0,0,0,0,0,0,0,0,0
2/27/15 10:55,2/27/15 11:52,215,215-1,2,1,Brooklyn,Sympathy,Worried,,I would offer my help with anything; and try to comfort Sam later when he/she calls me.,1,4,1,1,1,1,2,1,1,1,3,2,2,1,Worried,Anxious,Frustrated,Sam says he/she doesn't know what to do. Sam would feel frustrated because all the work he/she has done is gone; but at the same time; he/she must find a way to explain to the boss what happened and find out a solution to the problem.,1,3,1,1,3,1,1,2,1,5,1,1,1,1,5,5,5,5,1,3,3,1,1,5,1,4,4,1,2,2,1,1,1,1,1,4,1,2,2,4,1,1,19,18,0,0,1,0,0,0,0,0,0,,7,8,no comment,0,0,0,0,0,0,0,0,0,0
2/27/15 10:53,2/27/15 11:50,215,215-2,1,1,Brooklyn,sympathy ,confusion,,,5,5,1,4,4,1,1,1,3,1,1,1,1,3,anxious,upset,worried,,1,4,1,3,1,5,1,3,1,5,1,1,4,1,5,5,3,5,1,1,2,1,1,2,1,4,3,1,4,4,1,1,1,3,3,3,3,3,3,3,3,3,21,18,0,0,0,0,1,0,0,0,0,,8,8,When I asked him if the was more to this study; he talked about how assigning roles must have been trying to make the participants have a power struggle and that he did not feel like he was above the other participant because he believed this was randomly done.  He found it very difficult to talk about how the email made Sam feel because he does not know the type of person Sam is and it is just a piece of paper to him.,0,0,0,0,0,0,0,0,0,0
2/27/15 11:53,2/27/15 12:40,216,216-1,2,2,Brooklyn,I feel bad for this person ,surprised,the sense of needing to calm them down ,,1,4,2,4,3,NA,2,1,2,1,2,2,1,1,anger ,frustration ,betrayal ,,1,3,1,5,2,3,4,5,2,2,1,1,3,1,2,5,5,3,2,1,3,1,2,1,3,1,2,1,2,2,3,3,1,2,5,2,1,3,2,2,2,3,20,18,1,0,0,1,0,0,0,0,0,,7,3,no comment,0,0,0,0,0,0,0,0,0,0
2/27/15 11:51,2/27/15 12:32,216,216-2,1,2,Brooklyn,Mutual frustration,Worry,Compassion,Mutual frustration as in I can picture how frustrating and annoying that would be; worry because it sounds like a stressful situation for him; and compassion because I understand that his concerns are very legitimate,1,5,2,3,4,5,2,2,2,2,3,3,2,1,Despair,Confusion,Frustration,Despair because he's in such a bind and at such a loss of what to do; confusion because he really doesn't know what's going on; and frustration because there's no easy way to resolve this,1,3,1,5,2,4,4,5,2,4,1,1,3,1,5,5,5,4,2,2,4,1,1,2,5,1,1,5,2,1,5,3,1,2,5,1,2,4,2,2,3,1,21,19,1,0,1,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
3/10/15 14:05,3/10/15 14:51,217,217-1,1,1,Brooklyn,,,,I feel badly for Sam and I want to help him.  Since I am not directly tied to the work situation; I feel a lot more calm than Sam probably does and I feel like that calmness could be of use to him.  I have a strong urge to develop a strategy for his problem; but I need more information. ,1,3,1,1,3,1,1,1,1,1,2,1,2,1,Overwhelmed,Panicky,Upset,,1,3,1,1,2,2,1,1,1,4,1,1,1,1,4,4,3,4,3,1,2,1,1,3,1,3,3,3,1,1,1,2,1,3,1,4,1,1,3,4,1,1,20,19,1,0,0,0,1,0,0,0,0,,8,3,no comments,0,0,0,0,0,0,0,0,0,0
3/10/15 14:06,3/10/15 14:53,217,217-2,2,1,Brooklyn,frustration,fear,anger,,1,5,5,1,1,5,5,3,1,5,5,5,5,1,frustration,worried,angry,,1,5,1,5,4,1,5,5,1,5,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,3,1,1,5,1,2,1,1,2,2,2,2,18,18,1,1,0,0,0,0,0,0,0,,3,2,no comment,0,0,0,0,0,0,0,0,0,0
