SubjectID,IPAddress,empty,duplicate,StartDate,EndDate,testruns,powcond,emptyappraisals,prime_prob,hp_exp,lp_exp,emocond,happy,symp,angry,comp,sad,interest,mad,anxious,proud,down,worried,frustrated,ohappy,oangry,osad,ointerest,omad,oanxious,oproud,odown,oworried,ofrust,pleas,tresp,oresp,sresp,tpow,opow,noonepow,sitpow,immoral,age,gender,female,income,education,black,mideast,asian,white,latino,natam,pacisl,other,other_specify,other_tell,sim_hit,comments,suspicion
R_5baIjpoZCJsqOpr,98.221.240.254,0,0,8/13/15 19:34,8/13/15 19:42,0,-1,0,0,,I once went to a residential treatment center far away from home for about 2 months due to my bipolar diagnosis. Once I signed myself in; I basically signed away my freedom. I had to go to groups all day that I was assigned to; had specific meal times; and started with no privileges which I had to earn along the way. I felt childish; especially since I am a grown adult; and it made me feel incapable in a way. I yearned for freedom and autonomy more than ever at that time.,-1,0,100,12,100,68,60,13,9,0,9,38,44,0,18,100,71,35,42,0,100,60,62,0,6,21,100,12,19,91,95,34,23,female,female,6,3,0,0,0,1,0,0,0,0,,it made me think and I liked that,no,0,0
R_0eahrn0KAFq4Ipz,99.89.112.246,0,0,8/13/15 19:35,8/13/15 19:43,0,-1,0,0,,When I needed a vehicle for my children and I as I was a single mom Raising 6 children on my own. I didn't have the down payment to get a new vehicle but could make the monthly payments. So I went to my parents to see if I could borrow 1000.00 dollars from them.  The stipulation was that I had to choose the vehicle that my step mother wanted me to have which was not right because I also had to pay back the 1000.00 dollars so it should have been my choice to decide what vehicle I needed for my children and I.  But if I didn't go along with my stepmother then I would get the 1000.00 dollars..I chose to go along with her. She is an evil woman and I also paid back the 1000.00 dollars within 5 months.  I didn't like how controlling she was being with the 1000.00 and I also paid interest back.  ,1,0,100,79,99,0,43,73,0,0,0,0,32,0,100,100,0,100,0,0,100,0,100,0,89,71,0,100,63,0,1,99,53,Female,female,1,3,0,0,0,1,0,0,0,0,,Thank you. Nothing else to add.,No I have not.,0,0
R_1fdAztu6fzeP6vd,54.148.44.119,0,1,8/13/15 19:45,8/13/15 19:50,0,-1,0,0,,In my last relationship my boyfriend had complete control over me. He controlled my finances; my friends; everything. At the time I felt sad; like I was doing something wrong for him to be that way. Looking back I see he was just an abusive douchebag; and I'm happy I got out of it. ,1,0,96,80,78,75,84,80,64,7,64,11,68,0,100,40,8,100,46,3,76,8,100,23,53,79,55,62,82,8,13,15,27,Female,female,4,3,0,0,0,1,0,0,0,0,,Have a good week!,Nope. ,0,0
R_eQKKnHGhHaYkLmh,24.3.51.77,0,0,8/13/15 19:47,8/13/15 19:50,0,-1,0,0,,When I was applying for jobs; I had no power and the interviewee had all of the power. They determined whether I would hear back at all; if I would be interviewed or anything. I felt anxious and just completely powerless. ,-1,0,56,0,84,55,0,0,35,0,55,4,0,0,19,63,0,0,61,0,86,70,92,0,36,50,99,26,21,81,97,0,25,Female,female,3,5,0,0,0,1,0,0,0,0,,"Thank you! (I apologize if ""interviewer"" somehow autocorrected to ""interviewee"")",No.,0,0
R_DwugfmWqk4lkurf,68.37.254.7,0,0,8/13/15 19:49,8/13/15 20:02,0,-1,0,0,,My friend had a stuffed badger and found a taxidermist about an hour away I had a driver licence and she had a vehicle with enough gas to make it there and we would be using the money we made for gas back home.On our way there we got pulled over because her van was registered to her sister in law who had a warrant!I have never been in trouble with the law other than a parking ticket!They  thought I was ht vehicle owner ran my id and saw I was not the vehicle owner fourtunatly!We continued on our way despite my hesitants because I didn't think it was worth it to drive all that way!When we to our destination the taxidermist wasn't open anlonger.I Regretted that immediately..Now we have to drive an hour home with a questionable amount of  gas  and a giant stuffed badger in our back seat and of course we got pulled over AGAIN almost out of gas I was nervous because I had been pulled over twice that day and had a creepy badger in the back of the van!I felt dumb for following her plan and not seaing no we need to get a different vehicle or find a closer person.It was horrible.,-1,0,25,0,16,2,0,0,0,0,1,1,0,0,86,72,0,100,59,3,65,100,89,0,50,32,58,22,39,58,37,30,23,female,female,3,4,0,0,0,1,0,1,0,0,,Nothing besides that actually happened and I still 4 years later laugh about the situation I have since learned not to get any instructions/ideas from said friend.,not at all!,0,0
R_2YzzEfZKqxWYo5S,208.167.254.228,0,0,8/13/15 19:53,8/13/15 20:00,0,1,0,0,I was a shift supervisor at my last job and I had to make e decision each night on who as going to do what that particular evening. I always had some of the workers come up to me and ask if they could work on a certain job that night. I always felt like i had so much power over them.,,1,1,53,14,46,8,58,8,4,10,11,8,29,27,92,62,58,95,50,74,67,58,87,36,61,50,19,50,81,13,15,100,25,female,female,6,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_1QDANMVkgoMbM4F,108.85.160.64,0,0,8/13/15 19:15,8/13/15 19:22,0,-1,0,0,,I was hired on a temporary basis to coordinate data submitted by 8 different offices for a special high tech project in a computer oriented company.  Our project manager was very up tight because he obviously did not have much of a tech background.  I was constantly having to bring him up to speed on tech matters; while pretending that he knew what he was doing.  He was evaluating me while I was essentially training him.,-1,1,88,0,94,8,34,0,0,0,0,0,0,0,81,93,93,81,56,0,100,72,100,0,50,20,16,87,7,0,0,0,83,female,female,5,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_2VaT4tedTW0gBdl,99.95.254.23,0,0,8/13/15 19:18,8/13/15 19:26,0,-1,0,0,,I wanted to skate in nationals when I was in rollerskating but my coach refused to let me because she was mad at my mother.I deserved it but the coach made me pay for something I had no control over.  I felt so bad because all my hard work went down the drain.,-1,1,91,1,90,25,94,1,1,1,3,2,1,3,42,89,30,49,89,2,88,88,89,10,14,16,85,11,14,88,76,5,43,Female,female,3,4,0,0,0,1,0,0,0,0,,No,Once,0,0
R_2TFt1pYoqMaTplL,50.149.201.4,0,0,7/14/15 7:24,7/14/15 7:33,0,1,0,0,I DIRECTED A LARGE NUMBER OF TEENAGERS IN THE CHRISTMAS PLAY AT CHURCH.  IT WAS INTERESTING; BUT EXACTING CHOOSING A STORY; WRITING THE PLAY; HOLDING AUDITIONS; AND ESTABLISHING A REHEARSAL SCHEDULE FOR MANY WEEKS.  I WAS IN CHARGE OF OVER THIRTY YOUTHS.  IT WAS A WONDERFUL EXPERIENCE; BUT IT TOOK A LOT OF PATIENCE AND A LOT OF WORK.  THE PLAY WAS HELD IN A WORKING BARN; WITH LIVE ANIMALS ON A STARRY NIGHT IN DECEMBER.  IT TURNED OUT GREAT.,,-1,2,100,3,56,55,26,56,6,3,73,1,100,2,90,100,21,62,64,0,100,56,100,1,64,52,52,81,28,4,2,16,63,FEMALE,female,2,5,0,0,0,1,0,0,0,0,,NO,SLIGHTLY.  I HAVE COMPLETED HITS WHERE I HAVE HAD TO RECALL A MEMORY; OR WRITE ABOUT VARIOUS SITUATIONS.,0,0
R_3xENSA53oLjmIyR,69.61.210.58,0,0,8/13/15 19:14,8/13/15 19:25,0,1,0,0,My son wanted to use the car for the weekend; but he had not quite fulfilled the agreed upon obligations that would allow this transaction to be possible; and; until he did; he couldn't use the car. I was not controlling or rude; but did insist the tasks be completed before I turned over the keys.,,-1,2,100,12,68,38,52,10,0,7,3,0,22,0,99,100,37,99,88,0,80,84,99,2,3,6,97,8,18,88,66,7,38,female,female,3,3,0,0,0,1,0,0,0,0,,,I think so.,0,0
R_3soe3JDdeFPCwXc,78.84.99.28,0,0,7/14/15 7:35,7/14/15 7:42,0,-1,0,0,,I had to hand in a opinionated performance sheet on myself and a superior was to decide whether I was eligible for quite a sizeable bonus at the end of the year. ,-1,2,62,1,63,2,28,3,22,7,1,4,19,1,70,66,19,41,75,2,54,53,72,2,46,24,45,71,66,50,25,15,23,Female,female,4,5,0,0,0,1,0,0,0,0,,,,0,0
R_3IQ99xJ3JSbEGxA,98.70.108.29,0,0,7/14/15 8:48,7/14/15 8:54,0,-1,0,0,,I was doing a student internship and when I was finished; my supervisors' reports woudhelp determine whether I was offered a job or not.  I really wanted to do well; but I also knew that the supervisors held power and could recommend me or not; based on their personal feeling and impressions of my work.  I felt like I could do my best; but that there was only so much I could do--my supervisors ould decide they didn't like me and not offer me a job based on their feelings.  I got the job; in the end.,1,2,73,28,75,39,57,56,52,8,40,7,74,0,100,65,15,100,98,8,99,36,100,0,44,100,45,100,94,13,6,96,30,female,female,3,4,0,0,0,1,0,0,0,0,,,no,0,0
R_3KPxJyGZrJBfdF8,68.229.119.75,0,0,8/13/15 19:19,8/13/15 19:24,0,-1,0,0,,I felt hopeless and helpless.  the thought that this person has this much power over me; and there was nothing i could do about it was angering.  I made me feel like as soon as the hold was gone; i was going to make sure he know it was gone and stand my postiion to prevent it from ever happening again.  This person was abusing the power he had over me; and once he was able to get an inch; he took a foot.,-1,2,100,83,90,91,94,14,84,3,67,82,84,2,86,100,4,90,100,2,100,97,100,0,0,0,100,0,0,100,100,0,34,female,female,4,4,0,0,0,0,0,0,0,0,,no; thank you,no,0,0
R_PTGifx8GhQBOs5r,72.218.105.192,0,0,8/13/15 19:44,8/13/15 19:49,0,-1,0,0,,When my ex-husband and I went to court to get a divorce and deal with a custody arrangement.  It was scary having someone (a judge) who was able to determine majors outcomes in my life. ,1,2,38,4,61,0,10,1,0,0,0,1,59,0,77,0,0,87,0,0,79,3,86,27,39,52,59,63,63,4,0,88,35,female,female,3,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_1K9ECnZAbqo020h,71.91.76.167,0,0,7/14/15 8:45,7/14/15 8:53,0,-1,0,0,,When I was 17 I had my first child. The doctor decided that I needed a csection. I asked for more time or another way and she refused. I felt unheard; misunderstood; and unimportant. My baby was not ready to come. She could not keep her body temp up on her own and she was very sleepy; which hindered our breastfeeding relationship. ,-1,3,100,0,80,54,73,0,9,0,39,9,36,0,27,100,100,17,74,0,100,100,100,0,32,76,97,21,84,50,4,26,24,female,female,3,3,0,0,0,1,0,0,0,0,,No,No,0,0
R_1imv2nxJg6w8SQl,69.250.182.102,0,0,8/13/15 19:09,8/13/15 19:19,0,-1,0,0,,When I visited a friend who was going through a residential rehab program; we were compelled to sit through a program about substance abuse for 2 hours before we could see our person. Also; before getting to see the person; any bags or parcels that we brought were examined for contraband. I had brought some personal articles for the friend and the entire bag was taken. I was told that the articles would be given to the friend later. They definitely had all the power in this situation.,-1,3,85,4,69,4,66,4,4,3,5,5,4,2,92,98,3,99,84,3,99,41,92,0,16,17,67,23,19,68,71,0,61,female,female,4,5,1,0,0,0,0,0,0,0,,no,no,0,0
R_2P69dRpoNsjsDXD,104.32.55.8,0,0,8/13/15 19:10,8/13/15 19:19,0,-1,0,0,,Two years ago I did a fellowship in a laboratory that was basically a 4 month long job interview for the agency running the lab.  I sat through lectures; worked with other analysts; and was given small assignments to do.  The fellowship was overseen by a man who is a big name in that field and who basically had the power to have you hired or not in the future.  He was the one who would evaluate our performance throughout the course of the fellowship.  About halfway through we had to write a report following the guidelines used at the lab.  Then he brought us into his office one at a time to tell us how we did and his overall impressions of us so far.  Overall he is a very nice man but in some respect he definitely had significant influence on whether we could be hired by this lab in the future.,1,3,100,94,85,69,80,84,92,2,35,57,87,0,100,96,88,100,79,0,52,53,100,0,47,59,0,81,89,2,2,76,30,Female,female,6,6,0,0,0,1,0,0,0,0,,No,No,0,0
R_2ZCWMY3jq849eHo,45.47.121.148,0,0,8/13/15 19:08,8/13/15 19:14,0,-1,0,0,,The last incident where someone had power over me was during a job interview.  It was very scary; because I really needed the job.  I was also very angry because the person set up a phone interview; then changed the time it was scheduled; then never called.  I had to email them again and they set up a physical interview; which ended up being just the phone interview except I had to drive over there and back.  Pretty frustrating!,1,4,94,21,92,22,82,4,6,3,3,24,22,8,91,91,57,91,92,8,94,93,90,3,33,98,14,13,89,8,11,97,28,female,female,3,3,0,0,0,1,0,0,0,0,,Thanks for the survey!,No,0,0
R_1GE77wO6OWyhanN,71.230.37.237,0,0,8/13/15 19:12,8/13/15 19:17,0,-1,0,0,,My mom had power over me when I wanted a computer as a teenager and she said she would only buy me one if I was faithful to keep up my grades at school. It made me feel annoyed but I did as she said and was able to get my computer. ,1,4,97,90,96,58,20,95,77,8,49,92,72,5,98,58,4,97,54,5,96,15,98,2,3,96,3,4,97,2,2,97,33,Female,female,2,2,0,0,0,1,0,0,0,0,,no,no,0,0
R_11jVLVJLe3YOpSf,67.181.142.62,0,0,8/13/15 19:33,8/13/15 19:40,0,-1,0,0,, Once when I was teaching; my ;principal wrote me a very unkind email telling me that I was yelling too much at the students. She was very firm about this; and wanted to see me ASAP. I felt very threatened; and feared I could lose my job. It was a horrible situation. In my defense;  i had a boy in my class who was totally out of control; and I had no help from my principal in disciplining him. He was constantly talking and acting out. It was a really bad situation. I probably should have handled it differently; but I felt ashamed and powerless.,1,4,92,86,90,70,100,70,11,2,63,23,39,3,100,75,72,100,9,13,100,37,100,0,27,94,40,65,55,34,43,95,64,Female,female,5,5,0,0,0,1,0,0,0,0,,No,Yes,0,0
R_1j9VLxhXHkCMjwH,97.80.200.61,0,0,7/14/15 7:23,7/14/15 7:29,0,1,0,0,I was a Supervisor over 8 Loan Offices. I did everything and made all decisions for those offices; from hirings; terminations; too evaluations and reprimanding. Meetins were an essential part of the job too get the Managers together and make sure everyone was on the same track. I enjoyed that aspect of My life because I knew I was good at it. I guess You could say I am somewhat of a control freak.,,1,5,94,84,95,75,3,85,49,3,74,74,95,2,97,97,34,98,57,3,98,93,96,0,40,92,50,50,82,50,50,97,53,Female,female,4,3,0,0,0,1,0,0,0,0,,No,Somewhat; recalling personal experiences only.,0,0
R_3gZOseDM9bN6qHk,24.229.12.7,0,0,7/14/15 7:25,7/14/15 7:31,0,-1,0,0,,When I was in high school; I was emotionally abused by my best friend of the opposite sex. They had more control of me than I knew at the time. I was willing to do anything they asked of me. I valued their opinion more so than any others. If they asked me to jump; I would say how high. I would do anything they asked of me; and at the time I had no idea just how deep I was in. It was awful when I came out of this bad relationship to see the emotional damage this caused me. I was depressed; bitter; scarred; and more damaged than one person could bare at such a young age.,1,5,40,78,10,41,5,64,5,11,21,16,50,0,100,34,4,100,20,0,35,43,100,0,16,100,75,57,75,30,13,100,22,Female,female,3,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_bQxb9IJTpcn1Ig9,162.231.144.110,0,0,8/13/15 19:09,8/13/15 19:19,0,-1,0,0,,My freshman year of architecture school; I was in a group project with 10 other students. We did not have an assigned leader or project manager; and just took on responsibilities individually. I wanted to implement a design idea but another girl wanted to implement hers. Even though her design was not as good as mine; I could not challenge her because I did not want any confrontation. She had power over me because I was intimidated by her.,-1,5,85,9,50,95,50,77,0,0,5,10,72,0,91,100,100,93,100,3,100,100,100,0,60,59,87,54,53,42,57,54,21,Female,female,6,3,0,0,0,0,0,0,0,1,Filipino,The explanation at the end made the study a lot clearer.,No,0,0
R_W0tEfoPhp7toKeR,66.171.90.19,0,0,8/13/15 19:42,8/13/15 19:50,0,-1,0,0,,I accepted a new job and about 6 months in; the person who previously held my position became my boss.  I was not her choice for the job.  I feel that she always held this against me.  Even though I did my job and everything that was expected of me; she changed the expectations to something I was no longer qualified for.  She laid out what I needed to do.  I did everything that was asked; but I always felt like she didn't like me being in charge of her office.  She let me go after 11 months of employment; I felt devastated.  Thankfully I realize now that was not a positive environment for me to be in and the office has since closed; which I also feel is part of the reason they let me go; but instead of having to pay me severence they made it seem as though I was inadequate.,-1,5,71,2,78,63,56,12,74,13,64,65,35,5,20,93,31,36,74,50,83,84,85,18,51,28,72,52,50,59,60,10,34,female,female,4,5,0,0,0,1,0,0,0,0,,nope,maybe,0,0
R_2CWxBgahLiaXgqk,75.137.216.9,0,0,8/13/15 19:54,8/13/15 20:16,0,-1,0,0,,Last year; I had an evaluation done by my boss. I was really nervous because his standards are so high; and he graded everyone else very harshly prior to this. It was also my opportunity move up to a Certified Training Manager. Therefore; the results of this evaluation determined my fate with the company. I felt very helpless and unsure of what was going to happen. I felt like I had done a good job; but at that time; it didn't matter what I thought or how I felt. It was not going to change the outcome.,-1,5,93,5,92,53,41,6,42,3,63,76,5,6,52,100,6,67,69,6,100,88,88,3,24,12,87,22,13,88,87,2,29,Female,female,2,3,0,0,0,1,0,0,0,0,,Very interesting. I like answering questions about how I feel in certain situations. Thank you.,Not this exact type; but something similar.,0,0
R_2XgmllKvUfa8AzA,73.164.193.249,0,0,8/13/15 19:41,8/13/15 19:47,0,-1,0,0,,The best example I can think of is my last job interview. I knew that I was qualified for the position and would be an asset to the company; but my nerves got the better of me for two reasons: 1. I was being interviewed with another candidate who had much more experience; and 2: the interviewer had a cold demeanor. I felt tense; nervous; and like I just wanted to get out of there; but I also felt frustrated because I knew I would have fit the job wonderfully; but I couldn't seem to show it.,-1,6,80,14,49,32,16,17,31,4,7,11,48,4,77,99,96,76,97,1,99,87,100,2,3,49,100,7,0,94,99,0,32,Female,female,3,3,0,0,0,1,0,0,0,0,,,Not really. I've been asked to describe stressful situations; or those in which others had power over me; but they weren't exactly the same.,1,0
R_22tut4MRYVQEdlc,209.213.2.3,0,0,7/14/15 8:08,7/14/15 8:16,0,1,0,0,At my job in Wal-Mart I was temporarily a department manager. During that time another manager and I  we're in charge of an employee's annual evaluation. I was unhappy about it because I had to assign the employee a does not reach expectations status. This prevented the employee from gaining a raise that year. I felt bad because the employee and I were friends and worked together; and I wanted her to get a raise because I knew she needed the money. ,,-1,7,97,8,95,85,94,0,16,19,79,21,23,0,89,100,0,85,93,0,100,95,100,0,0,50,9,0,7,100,99,52,22,Female,female,1,4,0,0,0,1,0,0,0,0,,No.,No.,0,0
R_2frmaVI9Q7KrXEU,74.199.117.185,0,0,7/14/15 7:27,7/14/15 7:37,0,-1,0,0,,"I was packing up the baby's things.  I wouldn't be needing them.  But he would.  Then she came into the room.  ""Bring him home;"" she said.  ""He belongs here.""  I looked at the wall in front of me.  Then back at the bunny I was holding.  I squeezed it.  ""No;""  I thought; ""he doesn't.""  But this wasn't a battle I was going to win.  She controlled the situation.  She was going to win it.  She wanted that baby and she was going to get it.  I turned to look at her; ""Let's go get your grandson;""  I said as I sunk inwardly to the betrayal I'd just given to my son.",-1,7,86,24,87,85,85,24,85,5,85,86,86,6,78,100,84,77,100,10,100,100,99,18,20,61,100,68,38,85,100,40,62,female,female,2,3,0,0,0,1,0,0,0,0,,No comments.,No.,0,0
R_pfyrPxoKUIRd8E9,75.138.227.165,0,0,8/13/15 19:05,8/13/15 19:15,0,1,0,0,I accepted a job as a seasonal employee at a photo lab a few years ago. After working as a seasonal 'temp' for a few months; I was asked to come back as a permanent employee. Once I came back; they offered me a higher position with control over organizing daily invoices and arranging prints to be packaged and shipped by the new seasonal employees. I was in charge of assigning and often explaining these orders to the new employees and keeping pristine order of all the prints for that day. It was very nerve-wracking at first; as it was an incredibly fast-paced job and the condition of the prints was always incredibly sensitive. If I made an error it was sort of transferred two-fold to the new employees - as I was now an example of how to do this job. After a few weeks I felt a new confidence in this leadership role; I had never really had one before; but at the same time it was very draining each day to be so aware of how I was influencing the others and how I was effectively keeping control of all of the invoices and prints for the customers. I was hyper aware of the company's relationship with these clients I was controlling the work for; so I was a little hard on the seasonal employees because I knew their mistakes would come back to me. ,,-1,8,86,6,37,72,66,34,77,21,76,24,85,5,56,100,17,58,92,5,94,96,96,0,21,4,78,42,13,47,43,0,26,Female,female,6,5,0,0,0,1,0,0,0,0,,Good; thank you,None,0,0
R_7X7deVgpLWnNzAl,54.174.77.195,0,1,8/13/15 19:20,8/13/15 19:27,0,-1,0,0,,I constantly feel like others have control over me.  Typically it's an employer and it just makes me feel out of control at times.  I don't always have work because it depends on what the boss is able to bring in which means I may not contribute anything to my family and expenses that week.  I regularly feel hopeless because I have no control over my paychecks.,-1,8,78,8,48,31,36,7,13,14,13,8,8,7,65,92,67,67,62,6,92,34,93,9,50,76,95,20,13,60,92,6,31,female,female,1,5,0,0,0,1,0,0,0,0,,The only thing is I could tell it wasn't something written by another participant; there should have been a bit of a time delay because not everyone can type fast.,I think I did something similar a couple weeks ago.,0,1
R_1Q9I0tpBy49udJx,24.14.172.158,0,0,7/14/15 7:33,7/14/15 7:36,0,1,0,0,I reviewed other peoples performances for work. I evaluated their work performance; abilities; and attitudes and recommended them for raises or hires. I felt burdened by being powerful over them. I wish I wasn't in that position. ,,-1,9,87,8,83,54,71,9,57,9,35,57,7,6,21,82,27,13,43,6,83,43,54,2,5,88,90,10,8,85,87,3,36,female,female,2,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_2CWbxKsLRKCcDQ6,54.148.44.119,0,1,7/14/15 8:47,7/14/15 8:51,0,-1,0,0,,When I was married to my first husband; I was very young and I was going to college.  He offered to support me through it.  It really became a situation that he just wanted to have power and control over me since he knew I couldn't support myself at the time.  He chose everything I was doing and did.  He never let me do anything.  We ended up getting a divorce because of it.,1,11,89,93,88,78,56,92,68,9,78,53,95,7,99,95,4,98,67,6,97,89,97,7,16,93,87,29,16,11,35,70,30,Female,female,5,3,0,0,0,1,0,0,0,0,,None,no,0,0
R_3KU7O1fn70sa9fQ,24.20.250.122,0,0,8/13/15 19:11,8/13/15 19:20,0,-1,0,0,,When I was married to my ex; it took a few years for me to realize that he was only interested in doing things that he wanted to do.  Everything was fine when we agreed; and wanted the same things in life; but when I wanted something that wasn't of interest to him or wasn't important to him; I usually ended up backing down; to keep the peace.  It was easier to just not do what I wanted; than it was to fight about it.  Eventually I realized I was never going to get to be 'me' in that relationship; and I left.  This situation hurt me; but it also made me stronger and more aware of myself and how the people I am in relationships with treat me.,1,11,86,31,57,43,57,56,50,12,50,52,60,31,80,73,94,96,96,23,74,93,99,15,22,84,32,55,74,0,0,100,34,Female,female,3,4,0,0,0,1,0,0,0,1,,This was an interesting task; and I was sympathetic to the story of the person I read.,No.,0,0
R_3JyeIsKj27znF6a,216.47.60.217,0,0,8/13/15 19:07,8/13/15 19:14,0,1,0,0,I was in charge of judging a local music completion at a festival. I was getting to decide which band to award a 3000 prize. It was a pretty large festival and I was nervous and wanted to pick the best band; but also unsure that my vote would be the same as the audiences preferences. I really didn't want to be booed when the announcement was made. Most of the acts were so good it was hard to choose; I ultimately when with a group that I felt really had a grasp on their musical perspective. The audience had some booers but; most we happy with  may decision and the band was excited to win the money.,,1,12,52,30,53,0,35,92,0,0,5,0,73,0,97,35,0,97,0,0,91,0,97,0,3,100,99,7,100,0,0,100,34,female,female,2,5,0,0,0,1,0,0,0,0,,,I have answered about having power over others at least 3 other times in other Mturk studies.,1,0
R_ZrWgVsfYitoPQrv,76.100.124.186,0,0,7/14/15 7:24,7/14/15 7:28,0,1,0,0,I currently lead a group of approximately 10 people in an information technology environment. I am their manager. We recently had an opening for a position in another department and i was to interview employees in order to determine who would be rewarded with the new position. It was stressful because all were more than qualified for the job. Each had worked hard in their roles and would be more than capable of handing the new position. With the promotion would come a significant pay raise and more vacation time. I had two weeks to interview each person; review each qualification;  and then make a decision. The decision was quite difficult and i mulled over it for quite some. I had discussed it with my peers and went over each candidate with them thoroughly to ensure i was making the right decision. After a lot of hours and days of interviewing and reviewing each persons work; i made my decision. I sat each person down to explain my decision so they knew why i had chosen the person i chose. I went over things each person could improve on for continued success and made sure that each person knew that their work was valued and respected. Although they were disappointed in not receiving the promotion; they each thanked me for my words and encouragement and for the fast that i did speak to each of them individually to advise of my decision and the reasons why. ,,1,14,17,73,21,27,55,83,55,17,24,33,77,7,89,28,61,80,10,11,23,38,86,10,54,51,26,61,52,12,13,55,33,female,female,5,5,0,0,0,1,0,0,0,0,,Interesting study. ,I have not.,0,0
R_31bmyrmd1RGmRva,70.138.235.34,0,0,8/13/15 19:57,8/13/15 20:01,0,1,0,0,I was in charge of my group for a work project. We were tasked with a presentation for our next meeting on a new company procedure. I made sure all my group members did their job efficiently; and felt powerful in my role. The presentation went well; and I was proud of my leadership skills.,,-1,14,84,11,81,41,58,25,0,13,24,18,12,0,64,90,49,46,62,0,88,47,76,1,33,57,84,60,42,56,79,30,21,Female,female,3,5,0,0,0,1,0,0,0,0,,Interesting study,No,0,0
R_2tgN00M8mWXy99F,159.251.7.4,0,0,7/14/15 7:26,7/14/15 7:30,0,1,0,0,"I had power over decision making on my debate team. I was in a position that I  knew all of the individuals both personally and professionally and was often asked for my opinion on pairing other individuals and how to handle situations. Who to ""promote"" so to speak and who not to. I feel very honored and very useful to be included and given this power. The power came with expectations and a lot of work but it was definitely worth it.",,1,15,31,8,68,13,63,11,54,7,13,38,38,4,95,56,71,95,86,6,83,83,84,2,84,44,36,99,64,0,7,96,26,Female,female,2,6,0,0,0,1,0,0,0,0,,,,0,0
R_2DUeXzeK9XLTDiK,71.60.118.110,0,1,8/13/15 20:00,8/13/15 20:04,0,1,0,0,I was babysitting.  I was able to provide access to movie watching the kids wanted.  It felt nice to be able to provide what they wanted.,,-1,15,44,57,28,57,34,30,60,18,64,57,51,27,79,63,32,69,68,31,68,76,79,14,15,14,83,14,10,97,80,3,39,Female,female,5,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_1gTsByWSxDrOLar,24.107.172.195,0,0,8/13/15 19:59,8/13/15 20:11,0,-1,0,0,,I would say when my parents were helping me my freshman year of college and they had control over helping me to get ready for picking my classes. ,1,15,48,6,54,38,17,87,47,67,6,71,81,55,40,27,8,29,46,45,24,21,34,29,64,30,30,62,27,85,28,30,21,female,female,4,5,1,0,0,0,0,0,0,0,,,,0,0
R_22FykuiNw1z8Yka,172.56.13.248,0,0,7/9/15 23:05,7/9/15 23:10,0,NA,0,0,,,1,16,100,84,100,11,83,91,7,6,14,8,87,7,100,88,6,100,95,5,94,89,100,0,75,100,13,75,100,0,0,91,29,female,female,2,3,0,0,0,1,0,0,0,0,,This hot did not give me an opportunity to wrote about myself like it said. ,No. ,0,0
R_3fDbJuuMo4cMcBi,71.163.191.238,0,0,7/14/15 7:30,7/14/15 7:39,0,-1,0,0,,I was involved in community gardening. The garden exists on public land; and although City policy affirms the desire to have the community gardens; many people in the City prefer that trees have priority over gardens. I spent a lot of time dealing with a City board filled with people that seemed to have the IQ of doorknobs. They simply couldn't understand that gardens need sun. They tried to tell us that we could garden perfectly well in the shade. When we offered a compromise of replacing the trees with a shrub border zone that would be natural and support wildlife; they framed it as us wanting to clear the whole forest. The result is that nearly half of the garden plots are shady. It has been extremely frustrating.,1,16,80,56,83,81,75,52,35,16,46,30,61,4,97,54,90,97,90,49,78,73,96,6,41,93,42,32,98,23,9,82,56,female,female,1,5,0,0,0,1,0,0,0,0,,,I've done other surveys that asked about a time when someone had power over me.,1,0
R_25ECIdRd5N54daS,108.194.179.32,0,0,7/14/15 7:52,7/14/15 8:02,0,-1,0,0,,When I had worked at my old job; my boss had power over me. If I thought we could do something differently; I was told no I could not try that. I would try to make suggestions for our job and they would turn me down.,1,17,46,40,0,43,6,36,47,0,66,20,40,0,91,92,0,100,70,1,92,46,88,9,51,67,50,26,73,4,10,81,25,female,female,4,3,0,0,0,1,0,0,0,0,,none,no,0,0
R_Rgz11tcvHPUYLBf,75.66.235.93,0,0,8/13/15 19:34,8/13/15 19:43,0,-1,0,0,,I had a job where my boss did not want me to leave my desk for breaks during the day. He was very pushy about most everything and loved to sit and stare at me during the day. I was very unhappy about his behavior. I remembered during the job; which lasted about a year and a half before I quit to move on; the person before me he did the same thing to her. He was a big flirt also and I was not attracted to him at all. I was so unhappy with that job and was so relieved to leave it. ,1,18,90,10,86,70,93,50,19,20,66,13,95,7,85,95,98,67,68,62,86,77,98,33,63,35,68,62,61,67,59,72,55,Female,female,1,6,0,0,0,1,0,0,0,0,,Thank you for the survey. ,No I have not. ,0,0
